,CEO,Sector,Industry,HQ Location,Website,Years on Global 500 List,Employees,company
446,Jacques van den Broek,Business Services,Diversified Outsourcing Services,"Diemen, Netherlands",https://www.randstad.com,7,"38,820",Randstad
447,Jan Jenisch,Materials,"Building Materials, Glass","Jona, Switzerland",https://www.lafargeholcim.com,11,"77,055",LafargeHolcim
448,Liang Haishan,Industrials,"Electronics, Electrical Equip.","Qingdao, China",https://www.haier.net/en,2,"87,447",Haier Smart Home
449,"""Sean M. O'Connor""",Financials,Diversified Financials,New York City,https://www.intlfcstone.com,9,"1,701",INTL FCStone
450,Mark Cutifani,Energy,"Mining, Crude-Oil Production",London,https://www.angloamerican.com,18,"64,000",Anglo American
451,Luo Xi,Financials,"Insurance: Life, Health (Mutual)",Hong Kong,https://www.cntaiping.com,2,"75,341",China Taiping Insurance Group
452,Antonio Huertas Mej?as,Financials,Insurance: Property and Casualty (Stock),Madrid,https://www.mapfre.com,12,"35,390",Mapfre Group
453,Satoru Katsuno,Energy,Utilities,"Nagoya, Japan",https://www.chuden.co.jp,25,"30,321",Chubu Electric Power
454,Thomas J. Nimbley,Energy,Petroleum Refining,"Parsippany, N.J.",https://www.pbfenergy.com,1,"3,266",PBF Energy
455,Ming-Ho Hsiung,Financials,"Insurance: Life, Health (stock)",Taipei,https://www.cathaylife.com.tw,18,"38,694",Cathay Life Insurance
456,Vincent Bolloré,Media,Entertainment,Paris,https://www.financiere-odet.com/fr-fr,1,"81,003",Financière de l’Odet
457,Shayne Elliott,Financials,Banks: Commercial and Savings,"Docklands, Australia",https://www.anz.com,16,"39,924",Australia & New Zealand Banking Group
458,Yuki Fukasawa,Transportation,Railroads,Tokyo,https://www.jreast.co.jp,25,"85,718",East Japan Railway
459,Rainer Seele,Energy,Petroleum Refining,Vienna,https://www.omv.com,12,"20,231",OMV Group
460,Thomas A. Kennedy,Aerospace & Defense,Aerospace and Defense,"Waltham, Mass.",https://www.raytheon.com,24,"67,000",Raytheon
461,Gong Huadong,Materials,Metals,"Tongling, China",https://www.tnmg.com.cn,1,"24,848",TongLing Nonferrous Metals Group
462,You Hao,Energy,"Mining, Crude-Oil Production","Changzhi, China",https://www.chinaluan.com,7,"100,637",Shanxi LuAn Mining Group
463,Kyung-Shik Sohn /Keun-Hee Park,Retailing,Specialty Retailers,Seoul,https://www.cj.net,2,"64,832",CJ Corp.
464,Guo Jingang,Energy,"Mining, Crude-Oil Production","Datong, China",https://www.dtcoalmine.com,7,"156,268",Datong Coal Mine Group
465,Wang Maosheng,Energy,"Mining, Crude-Oil Production","Taiyuan, China",https://www.sxcc.com.cn,6,"199,872",Shanxi Coking Coal Group
466,Rajeev Suri,Technology,Network and Other Communications Equipment,"Espoo, Finland",https://www.nokia.com,21,"103,083",Nokia
467,Jean-François van Boxmeer,"Food, Beverages & Tobacco",Beverages,Amsterdam,https://www.theheinekencompany.com,13,"85,610",Heineken Holding
468,Lei Jun,Technology,Internet Services and Retailing,Beijing,https://www.mi.com,1,"16,683",Xiaomi
469,Zhai Hong,Energy,"Mining, Crude-Oil Production","Yangquan, China",https://www.ymjt.com.cn%20,7,"129,150",Yangquan Coal Industry Group
470,Takashi Niino,Technology,Information Technology Services,Tokyo,https://www.nec.com,25,"110,595",NEC
471,Richard M. Tsai,Financials,"Insurance: Life, Health (stock)",Taipei,https://www.fubon.com,2,"45,174",Fubon Financial Holding
472,Miguel Patricio,"Food, Beverages & Tobacco",Food Consumer Products,Pittsburgh,https://www.kraftheinzcompany.com,5,"38,000",Kraft Heinz
473,Cao Jianguo,Wholesalers,Trading,"Hangzhou, China",https://www.hailiang.com,1,"19,510",Hailiang Group
474,Revathi Advaithi,Technology,Semiconductors and Other Electronic Components,Singapore,https://www.flex.com,19,"200,000",Flex
475,Zhang Yalin,Materials,Metals,Beijing,https://www.xxcig.com,8,"52,024",Xinxing Cathay International Group
476,Sheikh Ahmed bin Saeed Al Maktoum,Transportation,Airlines,Dubai,https://www.theemiratesgroup.com,4,"60,282",Emirates Group
477,Jörn H. Werner,Retailing,Specialty Retailers,"Düsseldorf, Germany",https://www.ceconomy.de,24,"53,954",Ceconomy
478,Florent Menrgaux,Motor Vehicles & Parts,Motor Vehicles and Parts,"Clermont-Ferrand, France",https://www.michelin.com,25,"111,117",Michelin
479,Philip W. Chronican,Financials,Banks: Commercial and Savings,"Docklands, Australia",https://www.nab.com.au,24,"33,283",National Australia Bank
480,Dirk Van de Put,"Food, Beverages & Tobacco",Food Consumer Products,"Deerfield, Ill.",https://www.mondelezinternational.com,12,"80,000",Mondelez International
481,Kasper Rorsted,Apparel,Apparel,"Herzogenaurach, Germany",https://www.adidas-group.com,2,"57,016",Adidas
482,Li Hongshuang,Energy,"Mining, Crude-Oil Production","Jincheng, China",https://www.jamg.cn,7,"128,795",Shanxi Jincheng Anthracite Coal Mining Group
483,Wiebe Draijer,Financials,Banks: Commercial and Savings,"Utrecht, Netherlands",https://www.rabobank.com,25,"41,861",Rabobank Group
484,Liu Yinzhi,Energy,"Mining, Crude-Oil Production","Zhengzhou, China",https://www.hnecgc.com.cn,7,"171,334",Henan Energy & Chemical
485,Xu Xianping,Engineering & Construction,"Engineering, Construction",Beijing,https://www.genertec.com.cn,5,"34,752",China General Technology
486,Andrew J. Cecere,Financials,Banks: Commercial and Savings,Minneapolis,https://www.usbank.com,14,"75,772",U.S. Bancorp
487,Jeffrey Gennette,Retailing,General Merchandisers,Cincinnati,https://www.macysinc.com,25,"130,000",Macy’s
488,Miguel Eduardo Padilla Silva,"Food, Beverages & Tobacco",Beverages,"Monterrey, Mexico",https://www.femsa.com,2,"297,073",Fomento Económico Mexicano
489,Todd J. Vasos,Retailing,Specialty Retailers,"Goodlettsville, Tennessee",https://www.dollargeneral.com,2,"135,000",Dollar General
490,H.C. Shin,Chemicals,Chemicals,Seoul,https://www.lgchem.co.kr,1,"33,694",LG Chem
491,Gerald W. Schwartz,Financials,Diversified Financials,"Toronto, Ontario, Canada",https://www.onex.com,20,"217,000",Onex
492,Bao Lang Chen,Energy,Petroleum Refining,"Mailiao, Taiwan",https://www.fpcc.com.tw,10,"5,285",Formosa Petrochemical
493,Philippe Petitcolin,Aerospace & Defense,Aerospace and Defense,Paris,https://www.safran-group.com,1,"92,639",Safran
494,Willem A.J. van Duin,Financials,"Insurance: Life, Health (Mutual)","Zeist, Netherlands",https://www.achmea.com,6,"13,714",Achmea
495,Rajesh J. Mehta,Wholesalers,Trading,"Bengaluru, India",https://www.rajeshindia.com,4,383,Rajesh Exports
496,Leon J. Topalian,Materials,Metals,"Charlotte, N.C.",https://www.nucor.com,2,"26,300",Nucor
497,Darryl White,Financials,Banks: Commercial and Savings,"Toronto, Ontario, Canada",https://www.bmo.com,10,"45,454",Bank of Montreal
498,Chen Dongsheng,Financials,"Insurance: Life, Health (Mutual)",Beijing,https://www.taikang.com,2,"57,406",Taikang Insurance Group
499,Frederico Pinheiro Fleury Curado,Energy,Pipelines,São Paulo,https://www.ultra.com.br,10,"17,034",Ultrapar Holdings
500,Benoît Potier,Chemicals,Chemicals,Paris,https://www.airliquide.com,2,"66,000",Air Liquide
